time,position_x,position_y,position_z,angle_x,angle_y,angle_z,pos_std
2026-05-19-09-20-37,-39.970001,-122.410004,339.179993,0.100000,-0.200000,-0.000000,31325.800781
2026-05-19-09-20-39,-39.849998,-124.080002,345.709991,0.100000,-0.200000,-0.000000,31879.800781
2026-05-19-09-20-40,-39.900002,-125.500000,351.570007,0.100000,-0.300000,-0.000000,32377.500000
2026-05-19-09-20-42,-39.950001,-126.980003,357.940002,0.100000,-0.200000,0.000000,32920.199219
2026-05-19-09-20-44,-40.040001,-128.309998,363.700012,0.200000,-0.300000,0.000000,33413.898438
2026-05-19-09-20-45,-40.209999,-129.750000,370.549988,0.100000,-0.200000,0.000000,33994.898438
2026-05-19-09-20-47,-40.380001,-131.130005,376.700012,0.100000,-0.200000,-0.000000,34515.800781
2026-05-19-09-20-48,-40.490002,-132.630005,383.320007,0.000000,-0.200000,-0.000000,35083.500000
2026-05-19-09-20-50,-40.500000,-134.279999,389.380005,0.200000,-0.100000,-0.000000,35584.398438
2026-05-19-09-20-52,-41.230000,-134.339996,395.529999,0.300000,-0.100000,0.000000,36186.500000
2026-05-19-09-20-53,-42.009998,-134.369995,401.010010,0.300000,-0.200000,-0.000000,36726.898438
2026-05-19-09-20-55,-42.959999,-134.279999,407.070007,0.100000,-0.200000,0.000000,37318.000000
2026-05-19-09-20-56,-44.119999,-133.589996,411.809998,0.000000,-0.000000,0.000000,37842.601562
2026-05-19-09-20-58,-45.480000,-132.440002,417.480011,0.100000,-0.200000,0.000000,38477.101562
2026-05-19-09-20-59,-46.630001,-131.240005,422.500000,0.100000,-0.300000,-0.000000,39042.800781
2026-05-19-09-21-01,-47.279999,-130.070007,428.260010,0.200000,-0.300000,0.000000,39657.500000
2026-05-19-09-21-03,-48.330002,-128.559998,433.160004,0.300000,-0.200000,0.100000,40203.398438
2026-05-19-09-21-04,-47.680000,-128.880005,440.070007,0.200000,-0.200000,0.100000,40849.601562
2026-05-19-09-21-06,-47.009998,-129.110001,447.029999,0.300000,0.100000,0.000000,41522.199219
2026-05-19-09-21-08,-44.599998,-129.800003,453.429993,0.300000,-0.100000,0.100000,42123.800781
2026-05-19-09-21-09,-42.220001,-130.839996,459.619995,0.400000,-0.200000,0.100000,42726.699219
2026-05-19-09-21-11,-40.189999,-131.639999,465.220001,0.600000,-0.100000,0.000000,43289.199219
2026-05-19-09-21-12,-37.939999,-132.789993,471.220001,0.600000,-0.100000,-0.000000,43893.300781
2026-05-19-09-21-14,-35.459999,-133.720001,477.880005,0.700000,-0.200000,0.000000,44556.898438
2026-05-19-09-21-15,-33.419998,-134.820007,483.570007,0.700000,-0.200000,0.000000,45130.500000
2026-05-19-09-21-17,-30.770000,-136.229996,490.660004,0.600000,-0.200000,-0.000000,45827.199219
2026-05-19-09-21-19,-28.549999,-137.130005,497.140015,0.700000,-0.200000,-0.000000,46448.101562
2026-05-19-09-21-20,-26.230000,-138.130005,504.089996,0.600000,-0.200000,-1.100000,47117.898438
2026-05-19-09-21-22,-24.160000,-139.490005,509.920013,0.600000,-0.300000,-1.100000,47720.300781
2026-05-19-09-21-23,-21.760000,-141.410004,516.559998,0.600000,-0.200000,-1.200000,48437.601562
2026-05-19-09-21-25,-19.620001,-143.229996,523.440002,0.500000,-0.400000,-1.200000,49179.500000
2026-05-19-09-21-27,-17.969999,-143.850006,529.380005,0.700000,-0.200000,-1.200000,49855.300781
2026-05-19-09-21-28,-16.309999,-144.369995,535.119995,0.600000,-0.300000,-1.400000,50515.199219
2026-05-19-09-21-30,-14.830000,-144.649994,540.500000,0.700000,-0.200000,-1.400000,51129.199219
2026-05-19-09-21-31,-12.970000,-144.660004,546.539978,0.700000,-0.300000,-1.400000,51795.101562
2026-05-19-09-21-33,-10.810000,-145.259995,552.969971,0.700000,-0.300000,-1.100000,52522.000000
2026-05-19-09-21-34,-8.700000,-145.660004,558.679993,0.500000,-0.200000,-1.200000,53164.898438
2026-05-19-09-21-36,-5.650000,-145.529999,565.580017,0.600000,-0.200000,-0.500000,53924.101562
2026-05-19-09-21-38,-2.640000,-144.960007,572.729980,0.700000,-0.200000,0.300000,54720.898438
2026-05-19-09-21-39,0.420000,-144.669998,579.179993,0.800000,-0.100000,-3.600000,55433.000000
2026-05-19-09-21-41,3.120000,-143.679993,585.659973,0.500000,-0.200000,-3.600000,56140.199219
2026-05-19-09-21-43,5.570000,-142.679993,591.719971,0.600000,-0.200000,-3.600000,56798.500000
2026-05-19-09-21-44,8.230000,-141.740005,598.250000,0.600000,-0.200000,-3.600000,57511.500000
2026-05-19-09-21-46,11.120000,-140.679993,604.979980,0.600000,-0.200000,-3.600000,58278.300781
2026-05-19-09-21-47,13.620000,-139.139999,611.119995,0.600000,-0.200000,-3.600000,58958.199219
2026-05-19-09-21-49,16.690001,-137.699997,618.409973,0.300000,-0.100000,3.400000,59774.601562
2026-05-19-09-21-50,20.030001,-137.520004,625.289978,-0.200000,0.900000,32.400002,60512.101562
2026-05-19-09-21-52,23.540001,-139.089996,631.570007,3.400000,0.600000,85.099998,61294.699219
2026-05-19-09-21-54,26.150000,-138.899994,637.659973,-0.000000,1.500000,95.400002,61994.101562
2026-05-19-09-21-55,29.150000,-138.589996,644.840027,0.200000,2.200000,99.800003,62832.699219
2026-05-19-09-21-57,31.790001,-138.179993,651.239990,0.400000,2.100000,99.800003,63559.800781
2026-05-19-09-21-58,34.599998,-137.910004,658.150024,0.400000,2.300000,99.699997,64346.601562
2026-05-19-09-22-00,36.509998,-136.270004,664.369995,-0.800000,2.000000,79.900002,65046.500000
2026-05-19-09-22-02,40.259998,-135.320007,671.840027,-0.800000,1.400000,64.599998,65885.398438
2026-05-19-09-22-03,43.759998,-135.070007,678.440002,-0.700000,1.200000,63.400002,66626.296875
2026-05-19-09-22-05,47.680000,-134.919998,685.349976,3.200000,0.800000,42.099998,67430.601562
2026-05-19-09-22-06,50.490002,-133.449997,691.380005,-0.600000,0.600000,11.500000,68142.000000
2026-05-19-09-22-08,53.650002,-131.960007,698.650024,-0.200000,0.300000,11.500000,68988.203125
2026-05-19-09-22-09,56.380001,-130.839996,705.270020,0.100000,0.100000,11.500000,69748.796875
2026-05-19-09-22-11,59.209999,-129.759995,712.520020,0.200000,0.000000,11.500000,70569.500000
2026-05-19-09-22-13,61.570000,-128.539993,719.059998,0.100000,-0.000000,11.500000,71300.000000
2026-05-19-09-22-14,64.139999,-127.010002,726.729980,0.100000,0.000000,11.500000,72176.703125
2026-05-19-09-22-16,66.449997,-125.559998,733.570007,0.200000,-0.000000,11.500000,72948.898438
2026-05-19-09-22-17,68.870003,-123.959999,740.940002,0.200000,-0.000000,11.400000,73792.500000
2026-05-19-09-22-19,70.919998,-122.470001,747.460022,0.100000,0.000000,11.500000,74541.296875
2026-05-19-09-22-21,73.389999,-120.620003,755.469971,0.100000,-0.000000,11.500000,75444.898438
2026-05-19-09-22-22,75.620003,-119.019997,762.659973,0.100000,-0.000000,11.400000,76247.500000
2026-05-19-09-22-24,77.959999,-117.099998,770.500000,0.100000,-0.000000,11.400000,77109.898438
2026-05-19-09-22-25,80.059998,-115.260002,777.619995,0.200000,0.000000,11.400000,77885.296875
2026-05-19-09-22-27,82.440002,-112.949997,785.969971,0.200000,0.000000,11.400000,78800.703125
2026-05-19-09-22-29,84.639999,-110.870003,793.530029,0.200000,0.000000,11.400000,79633.398438
2026-05-19-09-22-30,87.160004,-109.059998,801.799988,0.200000,-0.000000,11.400000,80539.398438
2026-05-19-09-22-32,89.220001,-107.459999,809.080017,0.300000,-0.100000,11.400000,81335.500000
2026-05-19-09-22-33,91.690002,-105.239998,817.809998,0.100000,-0.100000,11.400000,82278.101562
2026-05-19-09-22-35,94.250000,-103.010002,826.849976,0.100000,-0.000000,11.400000,83265.101562
2026-05-19-09-22-37,96.639999,-101.050003,834.969971,0.300000,-0.000000,11.400000,84150.601562
2026-05-19-09-22-38,98.949997,-99.059998,843.020020,0.200000,0.000000,11.400000,85022.500000
2026-05-19-09-22-40,101.540001,-96.470001,852.650024,0.200000,0.000000,11.400000,86048.500000
2026-05-19-09-22-42,103.989998,-94.080002,861.859985,0.200000,-0.000000,11.400000,87028.000000
2026-05-19-09-22-43,106.199997,-91.940002,870.239990,0.200000,-0.000000,11.400000,87912.898438
2026-05-19-09-22-45,108.559998,-89.550003,879.299988,0.300000,-0.000000,11.400000,88860.203125
2026-05-19-09-22-47,110.709999,-87.449997,887.369995,0.200000,-0.100000,11.400000,89707.398438
2026-05-19-09-22-48,113.139999,-84.940002,897.039978,0.300000,-0.000000,11.400000,90715.101562
2026-05-19-09-22-50,115.349998,-82.800003,905.669983,0.300000,-0.000000,11.400000,91616.101562
2026-05-19-09-22-51,117.709999,-80.639999,914.869995,0.200000,-0.100000,11.400000,92573.296875
2026-05-19-09-22-53,119.820000,-78.650002,923.190002,0.200000,-0.100000,11.300000,93443.500000
2026-05-19-09-22-55,122.220001,-76.199997,932.969971,0.300000,-0.100000,11.300000,94473.703125
2026-05-19-09-22-56,124.650002,-73.540001,943.219971,0.200000,-0.000000,11.300000,95544.296875
2026-05-19-09-22-58,126.830002,-71.129997,952.479980,0.300000,-0.100000,11.400000,96510.203125
2026-05-19-09-23-00,129.110001,-68.699997,962.400024,0.400000,-0.100000,11.400000,97534.296875
2026-05-19-09-23-01,131.429993,-66.199997,972.510010,0.300000,-0.000000,11.400000,98590.398438
2026-05-19-09-23-03,133.639999,-63.790001,982.719971,0.400000,-0.100000,11.400000,99645.101562
2026-05-19-09-23-05,135.559998,-61.650002,991.809998,0.400000,-0.000000,11.400000,100590.500000
2026-05-19-09-23-06,137.529999,-59.299999,1001.570007,0.300000,-0.100000,11.300000,101620.296875
2026-05-19-09-23-08,139.149994,-57.110001,1010.280029,0.400000,-0.000000,11.300000,102534.000000
2026-05-19-09-23-09,141.110001,-54.689999,1020.640015,0.400000,-0.000000,11.300000,103630.398438
2026-05-19-09-23-11,142.960007,-52.750000,1029.969971,0.500000,-0.000000,11.300000,104618.296875
2026-05-19-09-23-13,144.770004,-49.990002,1039.989990,0.400000,-0.100000,11.300000,105675.203125
2026-05-19-09-23-14,146.440002,-47.759998,1048.930054,0.300000,-0.100000,11.300000,106621.398438
2026-05-19-09-23-16,148.429993,-45.070000,1059.479980,0.400000,-0.100000,11.300000,107739.500000
2026-05-19-09-23-17,150.300003,-42.459999,1069.219971,0.500000,-0.100000,11.300000,108751.296875
2026-05-19-09-23-19,152.339996,-39.759998,1079.829956,0.400000,-0.100000,11.400000,109852.296875
2026-05-19-09-23-21,154.119995,-37.310001,1089.280029,0.400000,-0.100000,11.400000,110821.203125
2026-05-19-09-23-22,156.179993,-34.290001,1100.609985,0.300000,-0.100000,11.300000,111977.601562
2026-05-19-09-23-24,158.009995,-31.549999,1110.790039,0.600000,-0.100000,11.300000,113008.398438
2026-05-19-09-23-25,159.970001,-28.860001,1121.729980,0.400000,-0.100000,11.300000,114117.000000
2026-05-19-09-23-27,161.669998,-26.570000,1131.390015,0.400000,-0.100000,11.300000,115107.796875
2026-05-19-09-23-29,163.630005,-23.709999,1142.920044,0.500000,-0.000000,11.300000,116281.500000
2026-05-19-09-23-30,165.419998,-21.100000,1153.400024,0.400000,-0.000000,11.300000,117339.796875
2026-05-19-09-23-32,167.399994,-18.510000,1164.849976,0.500000,-0.100000,11.300000,118491.703125
2026-05-19-09-23-33,169.119995,-16.170000,1174.920044,0.400000,-0.100000,11.300000,119500.703125
2026-05-19-09-23-35,171.149994,-13.300000,1186.979980,0.300000,-0.100000,11.300000,120702.000000
2026-05-19-09-23-37,173.160004,-9.880000,1199.660034,0.500000,-0.100000,11.200000,121956.000000
2026-05-19-09-23-38,175.080002,-7.030000,1211.199951,0.400000,-0.100000,11.200000,123107.703125
2026-05-19-09-23-40,176.979996,-3.960000,1223.219971,0.500000,-0.000000,11.200000,124299.296875
2026-05-19-09-23-42,178.979996,-0.520000,1235.689941,0.400000,-0.100000,11.200000,125540.296875
2026-05-19-09-23-44,181.009995,3.100000,1248.229980,0.500000,-0.100000,11.200000,126790.203125
2026-05-19-09-23-45,182.750000,6.410000,1259.390015,0.600000,-0.100000,11.100000,127909.101562
2026-05-19-09-23-47,184.600006,10.090000,1271.640015,0.500000,-0.100000,11.100000,129121.296875
2026-05-19-09-23-48,186.169998,13.310000,1282.459961,0.500000,-0.100000,11.100000,130194.500000
2026-05-19-09-23-50,188.190002,17.049999,1295.459961,0.600000,-0.100000,11.100000,131478.296875
2026-05-19-09-23-51,189.979996,20.389999,1307.109985,0.500000,-0.200000,11.000000,132621.000000
2026-05-19-09-23-53,191.869995,23.850000,1319.479980,0.600000,-0.100000,11.000000,133837.406250
2026-05-19-09-23-55,193.589996,26.820000,1330.630005,0.600000,-0.100000,11.000000,134932.296875
2026-05-19-09-23-56,195.619995,30.350000,1343.770020,0.500000,-0.100000,11.000000,136232.703125
2026-05-19-09-23-58,197.789993,34.000000,1357.329956,0.600000,-0.100000,11.000000,137575.406250
2026-05-19-09-24-00,199.720001,37.299999,1369.560059,0.500000,-0.100000,11.000000,138784.203125
2026-05-19-09-24-01,201.679993,40.509998,1381.599976,0.500000,-0.200000,11.000000,139973.906250
2026-05-19-09-24-03,203.559998,43.490002,1392.680054,0.600000,-0.100000,10.900000,141083.406250
2026-05-19-09-24-04,205.509995,46.680000,1404.719971,0.500000,-0.100000,10.900000,142293.093750
2026-05-19-09-24-06,207.479996,49.939999,1417.420044,0.500000,-0.100000,10.900000,143569.406250
2026-05-19-09-24-07,209.139999,52.820000,1428.689941,0.600000,-0.100000,10.800000,144699.000000
2026-05-19-09-24-09,211.160004,56.400002,1442.239990,0.600000,-0.200000,10.800000,146057.703125
2026-05-19-09-24-11,212.970001,59.689999,1454.459961,0.500000,-0.100000,10.800000,147286.500000
