time,position_x,position_y,position_z,angle_x,angle_y,angle_z,pos_std
2026-05-19-14-44-05,26.530001,5.660000,103.629997,5.500000,-0.700000,-60.400002,3468.000000
2026-05-19-14-44-05,26.840000,5.550000,103.949997,5.500000,-0.800000,-60.299999,3478.899902
2026-05-19-14-44-05,27.219999,5.410000,104.320000,5.600000,-0.900000,-60.299999,3492.300049
2026-05-19-14-44-06,27.510000,5.310000,104.610001,5.600000,-0.900000,-60.299999,3502.600098
2026-05-19-14-44-06,27.740000,5.220000,104.820000,5.600000,-0.800000,-60.299999,3510.199951
2026-05-19-14-44-06,28.059999,5.080000,105.129997,6.300000,-0.800000,-55.799999,3521.699951
2026-05-19-14-44-06,28.299999,4.930000,105.389999,3.700000,-0.700000,-55.099998,3531.199951
2026-05-19-14-44-07,28.549999,4.790000,105.599998,3.000000,-4.200000,-57.799999,3539.899902
2026-05-19-14-44-07,28.809999,4.580000,105.830002,3.400000,-1.500000,-58.099998,3551.000000
2026-05-19-14-44-08,29.059999,4.330000,106.139999,4.300000,1.000000,-60.799999,3564.500000
2026-05-19-14-44-08,29.260000,4.160000,106.339996,3.200000,3.000000,-62.099998,3573.300049
2026-05-19-14-44-08,29.450001,4.020000,106.559998,1.100000,4.700000,-67.400002,3580.800049
2026-05-19-14-44-08,29.690001,3.860000,106.870003,4.600000,1.000000,-71.699997,3592.600098
2026-05-19-14-44-09,29.870001,3.770000,107.120003,7.800000,0.000000,-70.199997,3602.100098
2026-05-19-14-44-09,30.030001,3.700000,107.309998,6.000000,1.600000,-69.000000,3611.100098
2026-05-19-14-44-09,30.240000,3.570000,107.480003,4.300000,4.900000,-83.500000,3622.300049
2026-05-19-14-44-10,30.450001,3.370000,107.669998,-10.100000,15.200000,-107.300003,3635.699951
2026-05-19-14-44-10,30.629999,3.280000,107.889999,-11.100000,15.700000,-111.300003,3646.500000
2026-05-19-14-44-10,30.750000,3.280000,108.080002,-9.300000,14.000000,-111.800003,3654.000000
2026-05-19-14-44-10,30.969999,3.360000,108.389999,-3.700000,5.300000,-98.500000,3665.600098
2026-05-19-14-44-11,31.110001,3.400000,108.589996,-6.400000,3.200000,-90.300003,3675.300049
2026-05-19-14-44-11,31.190001,3.390000,108.750000,-8.900000,6.100000,-91.099998,3684.199951
2026-05-19-14-44-11,31.309999,3.340000,108.930000,-3.800000,8.600000,-95.500000,3695.699951
2026-05-19-14-44-12,31.440001,3.370000,109.199997,-1.700000,11.500000,-99.599998,3709.300049
2026-05-19-14-44-12,31.520000,3.390000,109.459999,-2.000000,12.000000,-99.699997,3719.399902
2026-05-19-14-44-12,31.549999,3.390000,109.669998,-2.800000,12.200000,-95.800003,3726.899902
2026-05-19-14-44-12,31.510000,3.330000,110.059998,-2.800000,13.500000,-84.000000,3738.899902
2026-05-19-14-44-13,31.490000,3.320000,110.330002,-1.100000,3.900000,-85.500000,3748.699951
2026-05-19-14-44-13,31.559999,3.360000,110.610001,-1.800000,7.100000,-93.900002,3757.500000
2026-05-19-14-44-13,31.650000,3.450000,110.959999,-5.800000,2.000000,-95.400002,3768.899902
2026-05-19-14-44-14,31.700001,3.500000,111.330002,-4.200000,-4.700000,-84.000000,3782.699951
2026-05-19-14-44-14,31.770000,3.550000,111.599998,-4.400000,-3.500000,-83.599998,3792.300049
2026-05-19-14-44-14,31.830000,3.600000,111.889999,-3.900000,2.400000,-86.400002,3799.800049
2026-05-19-14-44-15,31.950001,3.730000,112.349998,-3.100000,1.200000,-86.599998,3811.899902
2026-05-19-14-44-15,32.080002,3.830000,112.750000,-2.400000,4.900000,-87.699997,3821.899902
2026-05-19-14-44-15,32.200001,3.930000,113.110001,-2.000000,6.300000,-86.300003,3831.000000
2026-05-19-14-44-16,32.310001,4.050000,113.550003,-4.900000,2.500000,-75.400002,3842.399902
2026-05-19-14-44-16,32.470001,4.210000,114.099998,-5.500000,1.500000,-70.099998,3856.300049
2026-05-19-14-44-16,32.630001,4.340000,114.510002,-4.700000,1.300000,-68.699997,3866.300049
2026-05-19-14-44-16,32.759998,4.440000,114.849998,-3.200000,-3.400000,-64.699997,3874.199951
2026-05-19-14-44-17,32.980000,4.580000,115.349998,-4.200000,-1.800000,-46.200001,3886.199951
2026-05-19-14-44-17,33.169998,4.680000,115.779999,-2.500000,3.900000,-35.700001,3896.199951
2026-05-19-14-44-17,33.340000,4.760000,116.180000,-4.600000,-3.900000,-21.299999,3905.699951
2026-05-19-14-44-18,33.630001,4.840000,116.669998,1.100000,6.200000,-4.600000,3917.300049
2026-05-19-14-44-18,34.110001,4.880000,117.309998,-4.300000,-0.500000,6.400000,3931.399902
2026-05-19-14-44-18,34.590000,4.950000,117.839996,-2.900000,-0.700000,6.200000,3942.399902
2026-05-19-14-44-18,35.020000,4.990000,118.230003,-1.300000,-2.600000,7.000000,3950.500000
2026-05-19-14-44-19,35.730000,5.070000,118.830002,1.600000,-3.000000,10.100000,3962.899902
2026-05-19-14-44-19,36.369999,5.150000,119.320000,0.500000,-4.800000,15.000000,3973.000000
2026-05-19-14-44-19,36.980000,5.240000,119.769997,0.600000,-7.700000,14.500000,3982.100098
2026-05-19-14-44-20,37.860001,5.400000,120.370003,-1.700000,-9.000000,10.300000,3994.000000
2026-05-19-14-44-20,38.980000,5.580000,121.089996,-0.300000,-5.800000,11.100000,4008.300049
2026-05-19-14-44-20,39.840000,5.720000,121.620003,-0.400000,-5.800000,11.100000,4018.699951
2026-05-19-14-44-21,40.529999,5.830000,122.029999,-0.700000,-6.600000,10.800000,4026.800049
2026-05-19-14-44-21,41.610001,6.010000,122.669998,-2.400000,-6.600000,10.000000,4039.100098
2026-05-19-14-44-21,42.529999,6.170000,123.209999,-2.500000,-7.100000,8.000000,4049.300049
2026-05-19-14-44-22,43.369999,6.320000,123.699997,-2.000000,-6.000000,6.000000,4058.500000
2026-05-19-14-44-22,44.470001,6.510000,124.309998,-3.600000,-9.200000,1.500000,4070.399902
2026-05-19-14-44-22,45.830002,6.710000,125.080002,0.400000,-11.000000,-8.000000,4084.899902
2026-05-19-14-44-22,46.810001,6.860000,125.650002,0.300000,-12.200000,-9.400000,4095.500000
2026-05-19-14-44-23,47.560001,6.980000,126.070000,-3.800000,-14.200000,-10.000000,4103.399902
2026-05-19-14-44-23,48.790001,7.170000,126.750000,-5.200000,-11.900000,-30.299999,4116.100098
2026-05-19-14-44-23,49.759998,7.270000,127.339996,-2.200000,-10.100000,-35.000000,4126.299805
2026-05-19-14-44-24,50.560001,7.360000,127.860001,-0.700000,-8.900000,-25.700001,4135.700195
2026-05-19-14-44-24,51.509998,7.500000,128.509995,-2.100000,-10.500000,-8.800000,4147.700195
2026-05-19-14-44-24,52.720001,7.670000,129.320007,-1.300000,-6.400000,5.400000,4162.100098
2026-05-19-14-44-25,53.630001,7.780000,129.910004,-1.200000,-7.100000,5.800000,4172.200195
2026-05-19-14-44-25,54.410000,7.890000,130.380005,-3.200000,-10.400000,6.800000,4180.600098
2026-05-19-14-44-25,55.590000,8.080000,131.130005,-5.100000,-13.100000,3.600000,4193.500000
2026-05-19-14-44-25,56.560001,8.250000,131.750000,-6.100000,-13.900000,1.800000,4204.100098
2026-05-19-14-44-26,57.439999,8.380000,132.320007,-6.900000,-13.200000,0.800000,4213.700195
2026-05-19-14-44-26,58.549999,8.540000,133.059998,-5.800000,-13.200000,3.800000,4226.000000
2026-05-19-14-44-27,59.860001,8.730000,133.970001,-3.700000,-11.400000,6.400000,4240.500000
2026-05-19-14-44-27,60.860001,8.900000,134.669998,-4.100000,-11.800000,7.300000,4251.799805
2026-05-19-14-44-27,61.590000,9.020000,135.169998,-5.900000,-11.500000,8.100000,4259.899902
2026-05-19-14-44-27,62.730000,9.220000,135.990005,-5.600000,-8.000000,5.300000,4272.700195
2026-05-19-14-44-28,63.669998,9.370000,136.660004,-5.100000,-7.800000,8.200000,4283.200195
2026-05-19-14-44-28,64.559998,9.520000,137.300003,-4.400000,-6.700000,7.700000,4293.000000
2026-05-19-14-44-28,65.650002,9.700000,138.100006,-4.500000,-6.900000,10.600000,4305.100098
2026-05-19-14-44-29,67.000000,9.930000,139.100006,-2.600000,-7.900000,12.700000,4320.100098
2026-05-19-14-44-29,67.949997,10.080000,139.789993,-2.600000,-8.800000,12.600000,4330.500000
2026-05-19-14-44-29,68.699997,10.220000,140.350006,-2.500000,-10.000000,11.000000,4338.899902
2026-05-19-14-44-29,69.879997,10.430000,141.240005,-0.400000,-14.100000,6.900000,4352.200195
2026-05-19-14-44-30,70.830002,10.580000,141.970001,4.800000,-16.000000,2.500000,4363.000000
2026-05-19-14-44-30,71.720001,10.720000,142.660004,3.700000,-13.500000,8.700000,4373.000000
2026-05-19-14-44-30,72.830002,10.970000,143.449997,-3.900000,-10.500000,1.200000,4385.200195
2026-05-19-14-44-31,74.269997,11.300000,144.500000,-4.300000,-2.900000,-19.200001,4400.299805
2026-05-19-14-44-31,75.389999,11.470000,145.350006,-1.600000,-4.100000,-26.299999,4411.700195
2026-05-19-14-44-31,76.160004,11.550000,146.000000,3.400000,-7.600000,-34.299999,4420.100098
2026-05-19-14-44-32,77.250000,11.590000,147.100006,6.700000,-6.900000,-32.700001,4433.200195
2026-05-19-14-44-32,78.059998,11.660000,148.029999,5.800000,-3.700000,-26.100000,4443.899902
2026-05-19-14-44-32,78.779999,11.800000,148.839996,7.500000,-7.300000,-22.000000,4453.700195
2026-05-19-14-44-33,79.699997,12.030000,149.800003,4.300000,-6.000000,-16.600000,4466.399902
2026-05-19-14-44-33,80.830002,12.370000,150.860001,-0.900000,-1.500000,-17.400000,4481.399902
2026-05-19-14-44-33,81.690002,12.590000,151.580002,-2.600000,-1.500000,-17.700001,4493.000000
2026-05-19-14-44-33,82.309998,12.750000,152.110001,-6.100000,-1.500000,-18.000000,4501.399902
2026-05-19-14-44-34,83.290001,13.000000,152.949997,-10.300000,-1.600000,-18.299999,4514.700195
2026-05-19-14-44-34,84.089996,13.210000,153.639999,-13.700000,-1.800000,-18.500000,4525.500000
2026-05-19-14-44-34,84.839996,13.420000,154.300003,-14.100000,-1.900000,-18.500000,4535.700195
2026-05-19-14-44-35,85.769997,13.670000,155.130005,-14.800000,-2.500000,-18.799999,4548.500000
2026-05-19-14-44-35,86.900002,14.000000,156.149994,-14.700000,-2.500000,-18.900000,4563.899902
2026-05-19-14-44-35,87.739998,14.240000,156.929993,-14.600000,-2.400000,-18.900000,4575.600098
2026-05-19-14-44-35,88.339996,14.420000,157.520004,-14.600000,-2.300000,-18.900000,4584.100098
2026-05-19-14-44-36,89.309998,14.720000,158.479996,-14.700000,-2.300000,-18.900000,4597.600098
2026-05-19-14-44-36,90.089996,14.960000,159.279999,-12.800000,-1.600000,-19.600000,4608.700195
2026-05-19-14-44-36,90.809998,15.200000,160.039993,-11.100000,0.400000,-22.600000,4618.899902
2026-05-19-14-44-37,91.699997,15.450000,160.990005,-12.100000,-0.300000,-23.200001,4631.600098
2026-05-19-14-44-37,92.760002,15.730000,162.149994,-11.400000,0.200000,-23.200001,4647.000000
2026-05-19-14-44-37,93.559998,15.940000,163.029999,-11.100000,0.500000,-23.100000,4658.600098
2026-05-19-14-44-38,94.169998,16.100000,163.720001,-11.000000,0.600000,-23.100000,4667.500000
2026-05-19-14-44-38,95.089996,16.350000,164.779999,-11.100000,0.500000,-23.100000,4681.100098
2026-05-19-14-44-38,95.839996,16.549999,165.669998,-11.200000,0.400000,-23.100000,4692.299805
2026-05-19-14-44-38,96.529999,16.740000,166.509995,-11.300000,0.300000,-23.200001,4702.600098
2026-05-19-14-44-39,97.389999,16.980000,167.559998,-11.300000,0.200000,-23.200001,4715.500000
2026-05-19-14-44-39,98.440002,17.270000,168.839996,-11.100000,0.300000,-23.200001,4731.299805
2026-05-19-14-44-39,99.150002,17.459999,169.710007,-11.000000,0.300000,-23.200001,4742.100098
2026-05-19-14-44-40,99.720001,17.620001,170.429993,-10.900000,0.400000,-23.200001,4750.799805
2026-05-19-14-44-40,100.639999,17.879999,171.600006,-10.900000,0.400000,-23.100000,4764.700195
2026-05-19-14-44-40,101.379997,18.080000,172.539993,-11.000000,0.200000,-23.200001,4775.799805
2026-05-19-14-44-41,102.059998,18.280001,173.429993,-11.000000,-0.100000,-23.200001,4786.200195
2026-05-19-14-44-41,102.940002,18.520000,174.580002,-11.000000,-0.100000,-23.200001,4799.500000
2026-05-19-14-44-41,104.000000,18.820000,175.970001,-10.900000,0.400000,-23.200001,4815.600098
2026-05-19-14-44-42,104.769997,19.040001,177.000000,-10.900000,0.500000,-23.200001,4827.500000
2026-05-19-14-44-42,105.349998,19.200001,177.770004,-10.900000,0.700000,-23.200001,4836.299805
2026-05-19-14-44-42,106.239998,19.450001,178.990005,-10.900000,0.600000,-23.200001,4850.000000
2026-05-19-14-44-42,106.980003,19.660000,180.000000,-10.900000,0.300000,-23.200001,4861.399902
2026-05-19-14-44-43,107.660004,19.850000,180.940002,-10.900000,-0.100000,-23.299999,4871.899902
2026-05-19-14-44-43,108.529999,20.100000,182.160004,-10.900000,-0.200000,-23.299999,4885.399902
2026-05-19-14-44-44,109.580002,20.389999,183.649994,-10.900000,0.500000,-23.299999,4901.700195
2026-05-19-14-44-44,110.370003,20.610001,184.770004,-10.900000,0.600000,-23.299999,4913.799805
2026-05-19-14-44-44,110.970001,20.780001,185.619995,-10.900000,0.800000,-23.299999,4923.100098
2026-05-19-14-44-44,111.870003,21.030001,186.929993,-10.900000,0.500000,-23.299999,4937.000000
2026-05-19-14-44-45,112.589996,21.240000,187.990005,-11.000000,0.200000,-23.299999,4948.399902
2026-05-19-14-44-45,113.269997,21.430000,188.990005,-11.000000,0.000000,-23.400000,4959.000000
2026-05-19-14-44-45,114.120003,21.670000,190.250000,-10.900000,0.100000,-23.400000,4972.399902
2026-05-19-14-44-46,115.160004,21.959999,191.809998,-10.800000,0.400000,-23.400000,4988.799805
2026-05-19-14-44-46,115.959999,22.180000,193.020004,-10.800000,0.500000,-23.400000,5001.299805
2026-05-19-14-44-46,116.550003,22.350000,193.919998,-10.900000,0.600000,-23.400000,5010.600098
2026-05-19-14-44-46,117.480003,22.610001,195.350006,-11.000000,0.400000,-23.400000,5025.200195
2026-05-19-14-44-47,118.209999,22.820000,196.490005,-11.000000,0.200000,-23.400000,5036.799805
2026-05-19-14-44-47,118.889999,23.010000,197.529999,-11.000000,0.100000,-23.500000,5047.399902
2026-05-19-14-44-47,119.769997,23.270000,198.899994,-10.900000,0.300000,-23.500000,5061.100098
2026-05-19-14-44-48,120.820000,23.580000,200.539993,-10.800000,0.400000,-23.500000,5077.600098
2026-05-19-14-44-48,121.550003,23.790001,201.679993,-10.800000,0.400000,-23.500000,5089.000000
2026-05-19-14-44-48,122.150002,23.959999,202.630005,-10.800000,0.300000,-23.500000,5098.299805
2026-05-19-14-44-48,123.080002,24.230000,204.130005,-11.000000,0.400000,-23.500000,5113.000000
2026-05-19-14-44-49,123.830002,24.440001,205.360001,-11.000000,0.500000,-23.500000,5124.799805
2026-05-19-14-44-49,124.519997,24.639999,206.500000,-11.100000,0.600000,-23.500000,5135.799805
2026-05-19-14-44-49,125.389999,24.889999,207.940002,-11.000000,0.500000,-23.500000,5149.600098
2026-05-19-14-44-50,126.419998,25.190001,209.639999,-11.000000,0.400000,-23.500000,5166.000000
2026-05-19-14-44-50,127.180000,25.410000,210.910004,-10.900000,0.400000,-23.500000,5178.100098
2026-05-19-14-44-50,127.800003,25.600000,211.970001,-10.900000,0.700000,-23.500000,5188.200195
2026-05-19-14-44-51,128.710007,25.870001,213.529999,-11.000000,0.900000,-23.500000,5202.799805
2026-05-19-14-44-51,129.460007,26.100000,214.820007,-11.100000,0.800000,-23.500000,5214.799805
2026-05-19-14-44-51,130.149994,26.309999,216.000000,-11.000000,0.600000,-23.500000,5225.700195
2026-05-19-14-44-52,131.039993,26.580000,217.520004,-11.000000,0.300000,-23.500000,5239.899902
2026-05-19-14-44-52,132.080002,26.900000,219.330002,-10.900000,0.200000,-23.600000,5256.700195
2026-05-19-14-44-52,132.820007,27.120001,220.619995,-10.900000,0.400000,-23.600000,5268.500000
2026-05-19-14-44-52,133.410004,27.299999,221.669998,-10.900000,0.500000,-23.700001,5278.100098
2026-05-19-14-44-53,134.339996,27.580000,223.309998,-10.800000,0.200000,-23.700001,5292.899902
2026-05-19-14-44-53,135.070007,27.799999,224.619995,-10.900000,0.200000,-23.700001,5304.700195
2026-05-19-14-44-53,135.759995,28.010000,225.869995,-10.900000,0.200000,-23.700001,5315.899902
2026-05-19-14-44-54,136.630005,28.270000,227.460007,-11.000000,0.100000,-23.700001,5330.100098
2026-05-19-14-44-54,137.699997,28.580000,229.399994,-10.900000,0.300000,-23.700001,5347.299805
2026-05-19-14-44-54,138.460007,28.809999,230.800003,-10.900000,0.300000,-23.700001,5359.700195
2026-05-19-14-44-54,139.039993,28.980000,231.880005,-10.900000,0.400000,-23.700001,5369.200195
2026-05-19-14-44-55,139.970001,29.260000,233.630005,-10.800000,0.300000,-23.600000,5384.600098
2026-05-19-14-44-55,140.720001,29.480000,235.050003,-11.000000,0.300000,-23.500000,5396.899902
2026-05-19-14-44-55,141.399994,29.680000,236.360001,-11.000000,0.100000,-23.500000,5408.299805
2026-05-19-14-44-56,142.259995,29.940001,238.029999,-11.000000,0.000000,-23.400000,5422.600098
2026-05-19-14-44-56,143.289993,30.260000,240.050003,-11.100000,0.100000,-23.400000,5440.000000
2026-05-19-14-44-56,144.029999,30.490000,241.509995,-11.100000,0.200000,-23.400000,5452.500000
2026-05-19-14-44-57,144.600006,30.660000,242.639999,-11.000000,0.300000,-23.299999,5462.200195
2026-05-19-14-44-57,145.490005,30.940001,244.389999,-10.900000,0.300000,-23.100000,5477.299805
2026-05-19-14-44-57,146.229996,31.170000,245.880005,-10.900000,0.200000,-23.000000,5489.899902
2026-05-19-14-44-58,146.899994,31.389999,247.240005,-10.900000,0.100000,-23.000000,5501.299805
2026-05-19-14-44-58,147.750000,31.650000,248.970001,-11.000000,0.000000,-22.900000,5515.799805
2026-05-19-14-44-58,148.759995,31.969999,251.059998,-11.100000,0.000000,-22.700001,5533.200195
2026-05-19-14-44-58,149.500000,32.209999,252.600006,-11.000000,0.100000,-22.700001,5546.100098
2026-05-19-14-44-59,150.059998,32.380001,253.750000,-10.900000,0.200000,-22.600000,5555.700195
2026-05-19-14-44-59,150.940002,32.660000,255.600006,-10.900000,0.300000,-22.500000,5571.000000
2026-05-19-14-44-59,151.660004,32.889999,257.130005,-11.000000,0.300000,-22.400000,5583.600098
2026-05-19-14-45-00,152.300003,33.090000,258.510010,-11.100000,0.200000,-22.299999,5594.799805
2026-05-19-14-45-00,153.160004,33.369999,260.359985,-11.400000,0.100000,-22.100000,5609.700195
2026-05-19-14-45-00,154.179993,33.700001,262.549988,-11.300000,0.100000,-22.000000,5627.500000
2026-05-19-14-45-01,154.929993,33.930000,264.149994,-11.200000,0.100000,-22.000000,5640.500000
2026-05-19-14-45-01,155.500000,34.110001,265.380005,-11.000000,0.100000,-21.900000,5650.500000
2026-05-19-14-45-01,156.380005,34.389999,267.279999,-10.900000,0.200000,-21.700001,5665.899902
2026-05-19-14-45-01,157.089996,34.619999,268.859985,-11.000000,0.400000,-21.500000,5678.500000
2026-05-19-14-45-02,157.759995,34.840000,270.329987,-11.200000,0.300000,-21.400000,5690.100098
2026-05-19-14-45-02,158.600006,35.110001,272.209991,-11.300000,0.000000,-21.200001,5705.000000
2026-05-19-14-45-03,159.610001,35.439999,274.459991,-11.200000,0.200000,-21.000000,5722.799805
2026-05-19-14-45-03,160.369995,35.689999,276.170013,-11.300000,0.200000,-21.000000,5736.299805
2026-05-19-14-45-03,160.929993,35.880001,277.440002,-11.300000,0.400000,-20.799999,5746.299805
2026-05-19-14-45-03,161.800003,36.169998,279.420013,-11.200000,0.300000,-20.600000,5761.700195
2026-05-19-14-45-04,162.520004,36.410000,281.059998,-11.200000,0.200000,-20.500000,5774.500000
2026-05-19-14-45-04,163.179993,36.630001,282.579987,-11.300000,0.100000,-20.400000,5786.299805
2026-05-19-14-45-04,164.009995,36.910000,284.500000,-11.300000,0.100000,-20.100000,5801.100098
2026-05-19-14-45-05,165.009995,37.250000,286.829987,-11.300000,0.500000,-19.900000,5819.100098
2026-05-19-14-45-05,165.759995,37.500000,288.570007,-11.400000,0.600000,-19.900000,5832.399902
2026-05-19-14-45-05,166.330002,37.689999,289.920013,-11.300000,0.500000,-19.700001,5842.700195
2026-05-19-14-45-05,167.190002,37.970001,291.950012,-11.300000,0.000000,-19.500000,5858.200195
2026-05-19-14-45-06,167.910004,38.220001,293.679993,-11.300000,0.000000,-19.299999,5871.399902
2026-05-19-14-45-06,168.570007,38.439999,295.250000,-11.300000,0.200000,-19.200001,5883.299805
2026-05-19-14-45-06,169.419998,38.730000,297.309998,-11.400000,0.400000,-18.900000,5898.799805
2026-05-19-14-45-07,170.419998,39.070000,299.790009,-11.500000,0.200000,-18.700001,5917.200195
2026-05-19-14-45-07,171.160004,39.320000,301.609985,-11.800000,0.000000,-18.600000,5930.700195
2026-05-19-14-45-07,171.720001,39.520000,303.019989,-11.700000,-0.100000,-18.500000,5941.200195
2026-05-19-14-45-08,172.619995,39.830002,305.250000,-11.500000,-0.300000,-18.299999,5957.799805
2026-05-19-14-45-08,173.339996,40.080002,307.040009,-11.500000,-0.200000,-18.100000,5971.000000
2026-05-19-14-45-08,173.990005,40.299999,308.660004,-11.400000,-0.100000,-18.000000,5982.899902
2026-05-19-14-45-09,174.809998,40.590000,310.750000,-11.500000,0.000000,-17.700001,5998.200195
2026-05-19-14-45-09,175.800003,40.919998,313.260010,-11.500000,-0.200000,-17.500000,6016.500000
2026-05-19-14-45-09,176.509995,41.160000,315.089996,-11.500000,-0.200000,-17.500000,6029.700195
2026-05-19-14-45-09,177.070007,41.340000,316.510010,-11.500000,-0.300000,-17.299999,6040.100098
2026-05-19-14-45-10,177.919998,41.630001,318.709991,-11.500000,-0.300000,-17.000000,6055.899902
2026-05-19-14-45-10,178.630005,41.869999,320.549988,-11.500000,-0.200000,-16.799999,6069.200195
2026-05-19-14-45-10,179.289993,42.090000,322.250000,-11.600000,0.100000,-16.700001,6081.500000
2026-05-19-14-45-11,180.130005,42.380001,324.450012,-11.700000,-0.000000,-16.400000,6097.200195
2026-05-19-14-45-11,181.110001,42.720001,327.040009,-11.700000,-0.100000,-16.100000,6115.600098
2026-05-19-14-45-11,181.869995,42.980000,329.059998,-11.600000,-0.100000,-16.100000,6129.899902
2026-05-19-14-45-11,182.429993,43.180000,330.570007,-11.700000,-0.300000,-15.900000,6140.700195
2026-05-19-14-45-12,183.309998,43.490002,332.940002,-11.800000,-0.200000,-15.700000,6157.399902
2026-05-19-14-45-12,184.029999,43.740002,334.850006,-11.800000,-0.200000,-15.500000,6170.799805
2026-05-19-14-45-12,184.679993,43.970001,336.609985,-11.800000,-0.200000,-15.400000,6183.100098
2026-05-19-14-45-13,185.500000,44.259998,338.799988,-11.900000,0.100000,-15.100000,6198.500000
2026-05-19-14-45-13,186.490005,44.610001,341.480011,-11.900000,0.200000,-14.700000,6217.200195
2026-05-19-14-45-13,187.220001,44.869999,343.500000,-11.900000,0.200000,-14.700000,6231.299805
2026-05-19-14-45-14,187.759995,45.060001,344.989990,-11.900000,0.100000,-14.500000,6241.600098
2026-05-19-14-45-14,188.619995,45.369999,347.350006,-11.800000,-0.300000,-14.300000,6258.000000
2026-05-19-14-45-14,189.330002,45.619999,349.329987,-11.900000,-0.500000,-14.200000,6271.700195
2026-05-19-14-45-15,189.979996,45.860001,351.149994,-11.900000,-0.400000,-14.100000,6284.399902
2026-05-19-14-45-15,190.800003,46.150002,353.410004,-11.900000,-0.100000,-13.800000,6300.000000
2026-05-19-14-45-15,191.789993,46.509998,356.170013,-12.000000,0.000000,-13.500000,6319.000000
2026-05-19-14-45-16,192.539993,46.779999,358.290009,-11.900000,0.000000,-13.400000,6333.500000
2026-05-19-14-45-16,193.100006,46.990002,359.880005,-12.000000,-0.100000,-13.300000,6344.399902
2026-05-19-14-45-16,193.960007,47.299999,362.339996,-12.000000,-0.300000,-13.000000,6361.200195
2026-05-19-14-45-16,194.649994,47.560001,364.309998,-12.000000,-0.300000,-12.800000,6374.600098
2026-05-19-14-45-17,195.289993,47.799999,366.149994,-12.000000,-0.200000,-12.600000,6387.200195
2026-05-19-14-45-17,196.110001,48.099998,368.510010,-12.100000,-0.000000,-12.300000,6403.200195
2026-05-19-14-45-18,197.100006,48.480000,371.339996,-12.200000,0.100000,-11.900000,6422.399902
2026-05-19-14-45-18,197.860001,48.759998,373.519989,-12.200000,0.300000,-11.800000,6437.100098
2026-05-19-14-45-18,198.410004,48.970001,375.119995,-12.200000,0.600000,-11.600000,6447.899902
2026-05-19-14-45-18,199.259995,49.299999,377.600006,-12.200000,0.900000,-11.300000,6464.500000
2026-05-19-14-45-19,199.970001,49.570000,379.630005,-12.100000,0.900000,-11.100000,6478.200195
2026-05-19-14-45-19,200.619995,49.820000,381.519989,-12.200000,0.600000,-10.900000,6490.899902
2026-05-19-14-45-19,201.460007,50.150002,383.980011,-12.200000,0.500000,-10.600000,6507.299805
2026-05-19-14-45-20,202.429993,50.520000,386.839996,-12.400000,0.900000,-10.300000,6526.299805
2026-05-19-14-45-20,203.160004,50.799999,388.989990,-12.500000,1.000000,-10.200000,6540.500000
2026-05-19-14-45-20,203.720001,51.020000,390.660004,-12.500000,1.100000,-10.100000,6551.600098
2026-05-19-14-45-20,204.589996,51.360001,393.230011,-12.300000,0.900000,-9.800000,6568.600098
2026-05-19-14-45-21,205.320007,51.639999,395.369995,-12.300000,0.600000,-9.700000,6582.799805
2026-05-19-14-45-21,205.970001,51.889999,397.309998,-12.300000,0.400000,-9.500000,6595.600098
2026-05-19-14-45-21,206.809998,52.209999,399.820007,-12.400000,0.600000,-9.300000,6612.000000
2026-05-19-14-45-22,207.809998,52.599998,402.829987,-12.400000,1.100000,-9.000000,6631.600098
2026-05-19-14-45-22,208.509995,52.869999,404.920013,-12.500000,1.100000,-8.900000,6645.200195
2026-05-19-14-45-22,209.080002,53.080002,406.619995,-12.500000,1.300000,-8.800000,6656.299805
2026-05-19-14-45-22,209.949997,53.419998,409.260010,-12.500000,1.000000,-8.500000,6673.399902
2026-05-19-14-45-23,210.660004,53.689999,411.399994,-12.500000,0.800000,-8.300000,6687.299805
2026-05-19-14-45-23,211.320007,53.939999,413.410004,-12.500000,0.700000,-8.200000,6700.299805
2026-05-19-14-45-23,212.139999,54.240002,415.950012,-12.500000,0.700000,-7.900000,6716.600098
2026-05-19-14-45-24,213.130005,54.610001,419.029999,-12.500000,0.900000,-7.700000,6736.299805
2026-05-19-14-45-24,213.860001,54.880001,421.299988,-12.500000,0.900000,-7.600000,6750.799805
2026-05-19-14-45-24,214.419998,55.090000,423.040009,-12.500000,1.100000,-7.400000,6761.899902
2026-05-19-14-45-25,215.289993,55.400002,425.769989,-12.600000,1.000000,-7.200000,6779.299805
2026-05-19-14-45-25,216.000000,55.660000,428.000000,-12.600000,0.800000,-7.000000,6793.399902
2026-05-19-14-45-25,216.649994,55.900002,430.070007,-12.700000,0.700000,-6.900000,6806.500000
2026-05-19-14-45-26,217.490005,56.220001,432.709991,-12.600000,0.900000,-6.600000,6823.200195
2026-05-19-14-45-26,218.500000,56.610001,435.929993,-12.700000,1.000000,-6.300000,6843.399902
2026-05-19-14-45-26,219.250000,56.889999,438.279999,-12.700000,1.100000,-6.300000,6858.200195
2026-05-19-14-45-26,219.809998,57.110001,440.079987,-12.700000,1.100000,-6.100000,6869.500000
2026-05-19-14-45-27,220.669998,57.439999,442.829987,-12.800000,1.200000,-5.900000,6886.700195
2026-05-19-14-45-27,221.380005,57.720001,445.100006,-12.700000,1.000000,-5.700000,6901.000000
